epoch,step,train_acc,train_loss
4,60,0.6875,0.5312597751617432
4,61,0.6875,0.7068675756454468
4,62,0.8125,0.43053996562957764
4,63,0.78125,0.40821573138237
4,64,0.8125,0.3856247067451477
4,65,0.75,0.5137962698936462
4,66,0.875,0.43288135528564453
4,67,0.75,0.5147769451141357
4,68,0.59375,0.6585372090339661
4,69,0.8125,0.4703933894634247
4,70,0.625,0.6383405923843384
4,71,0.78125,0.42811933159828186
4,72,0.6875,0.4930409789085388
4,73,0.53125,0.6627212166786194
4,74,0.6666666865348816,0.7585546374320984
5,75,0.71875,0.4999687373638153
5,76,0.71875,0.527764081954956
5,77,0.78125,0.4858786463737488
5,78,0.90625,0.44638124108314514
5,79,0.875,0.46689561009407043
5,80,0.8125,0.4528573751449585
5,81,0.8125,0.48154234886169434
5,82,0.6875,0.5462356805801392
5,83,0.75,0.4361182451248169
5,84,0.8125,0.47312870621681213
5,85,0.8125,0.40948107838630676
5,86,0.8125,0.3985477685928345
5,87,0.78125,0.4482283592224121
5,88,0.71875,0.49002885818481445
5,89,0.6666666865348816,0.8924819827079773
6,90,0.75,0.4844003915786743
6,91,0.75,0.5819873213768005
6,92,0.90625,0.3985714018344879
6,93,0.4375,0.819222629070282
6,94,0.59375,0.5931510925292969
6,95,0.75,0.5233269333839417
6,96,0.65625,0.6104828119277954
6,97,0.90625,0.3807392120361328
6,98,0.6875,0.5487051010131836
6,99,0.78125,0.4191305637359619
6,100,0.90625,0.32556742429733276
6,101,0.75,0.6045352816581726
6,102,0.75,0.5116662383079529
6,103,0.84375,0.320731520652771
6,104,0.9166666865348816,0.2506127655506134
7,105,0.8125,0.5585440397262573
7,106,0.59375,0.663384735584259
7,107,0.875,0.27525079250335693
7,108,0.84375,0.4015405774116516
7,109,0.625,0.5762943625450134
7,110,0.75,0.43619397282600403
7,111,0.78125,0.4784499704837799
7,112,0.78125,0.43355944752693176
7,113,0.8125,0.34958508610725403
7,114,0.78125,0.48511916399002075
7,115,0.75,0.5252479314804077
7,116,0.8125,0.5234833359718323
7,117,0.75,0.5044394731521606
7,118,0.75,0.4920022487640381
7,119,0.9166666865348816,0.3159591853618622
8,120,0.875,0.3557014465332031
8,121,0.75,0.6154301166534424
8,122,0.75,0.5114200115203857
8,123,0.8125,0.3865867853164673
8,124,0.71875,0.5262899994850159
8,125,0.71875,0.5343656539916992
8,126,0.75,0.45652300119400024
8,127,0.84375,0.4562029242515564
8,128,0.875,0.39354097843170166
8,129,0.71875,0.49508246779441833
8,130,0.84375,0.35687029361724854
8,131,0.78125,0.460707426071167
8,132,0.84375,0.42025983333587646
8,133,0.8125,0.3678327202796936
8,134,0.8333333134651184,0.4028228223323822
9,135,0.75,0.5452817678451538
9,136,0.875,0.3649749457836151
9,137,0.875,0.41655004024505615
9,138,0.78125,0.6309242248535156
9,139,0.8125,0.37920013070106506
9,140,0.75,0.4498213827610016
9,141,0.65625,0.526829719543457
9,142,0.75,0.4231252670288086
9,143,0.78125,0.4652932584285736
9,144,0.78125,0.4431632459163666
9,145,0.84375,0.3694150447845459
9,146,0.5625,0.6268169283866882
9,147,0.875,0.3342962861061096
9,148,0.75,0.39842429757118225
9,149,1.0,0.3013802468776703
10,150,0.84375,0.38389989733695984
10,151,0.875,0.4635502099990845
10,152,0.71875,0.45477360486984253
10,153,0.84375,0.2706603407859802
10,154,0.78125,0.5670117139816284
10,155,0.71875,0.5144373178482056
10,156,0.8125,0.32646024227142334
10,157,0.84375,0.3096204698085785
10,158,0.84375,0.3699881136417389
10,159,0.5625,0.7625264525413513
10,160,0.84375,0.3394160866737366
10,161,0.84375,0.348687082529068
10,162,0.75,0.4736039638519287
10,163,0.75,0.5868827104568481
10,164,0.8333333134651184,0.37247931957244873
11,165,0.84375,0.38613301515579224
11,166,0.78125,0.41153356432914734
11,167,0.84375,0.42818784713745117
11,168,0.6875,0.5716108083724976
11,169,0.84375,0.34939783811569214
11,170,0.78125,0.5071437954902649
11,171,0.84375,0.42746806144714355
11,172,0.9375,0.24625557661056519
11,173,0.8125,0.35572320222854614
11,174,0.6875,0.5287780165672302
11,175,0.78125,0.5427111983299255
11,176,0.75,0.4629557430744171
11,177,0.8125,0.3479038178920746
11,178,0.84375,0.3550443947315216
11,179,1.0,0.19226443767547607
12,180,0.75,0.49745500087738037
12,181,0.9375,0.2779608368873596
12,182,0.75,0.48329970240592957
12,183,0.84375,0.4504755735397339
12,184,0.78125,0.428920716047287
12,185,0.84375,0.3843787908554077
12,186,0.84375,0.3121838867664337
12,187,0.875,0.36201947927474976
12,188,0.78125,0.40870314836502075
12,189,0.9375,0.24288904666900635
12,190,0.8125,0.3895130157470703
12,191,0.75,0.4006972312927246
12,192,0.6875,0.7920188903808594
12,193,0.875,0.3677019476890564
12,194,0.8333333134651184,0.2781137526035309
13,195,0.875,0.4142749607563019
13,196,0.71875,0.39590829610824585
13,197,0.8125,0.3544807434082031
13,198,0.875,0.3582651913166046
13,199,0.875,0.3265283405780792
13,200,0.78125,0.40197038650512695
13,201,0.9375,0.2626327872276306
13,202,0.90625,0.2918831706047058
13,203,0.84375,0.3721569776535034
13,204,0.75,0.6112154126167297
13,205,0.90625,0.3477640151977539
13,206,0.71875,0.4701547920703888
13,207,0.78125,0.4554559290409088
13,208,0.75,0.45923131704330444
13,209,0.9166666865348816,0.3767434060573578
14,210,0.9375,0.21635816991329193
14,211,0.8125,0.4378893971443176
14,212,0.8125,0.42939233779907227
14,213,0.75,0.4897477626800537
14,214,0.8125,0.4059765934944153
14,215,0.875,0.35535383224487305
14,216,0.96875,0.21163040399551392
14,217,0.75,0.4790588617324829
14,218,0.84375,0.30572938919067383
14,219,0.8125,0.3177897334098816
14,220,0.90625,0.2976440489292145
14,221,0.8125,0.3752596974372864
14,222,0.78125,0.4950971007347107
14,223,0.78125,0.4323580861091614
14,224,0.6666666865348816,0.7508726119995117
15,225,0.90625,0.3128199875354767
15,226,0.71875,0.40603914856910706
15,227,0.8125,0.3944202959537506
15,228,0.78125,0.47816571593284607
15,229,0.78125,0.35775184631347656
15,230,0.8125,0.4199623465538025
15,231,0.84375,0.4447633624076843
15,232,0.875,0.3764594793319702
15,233,0.71875,0.4828697741031647
15,234,0.84375,0.4180132746696472
15,235,0.875,0.3371888995170593
15,236,0.90625,0.3424399495124817
15,237,0.84375,0.4478846788406372
15,238,0.78125,0.4944630265235901
15,239,0.8333333134651184,0.4444080591201782
16,240,0.875,0.297015905380249
16,241,0.78125,0.46555081009864807
16,242,0.78125,0.4542255997657776
16,243,0.90625,0.2872422933578491
16,244,0.8125,0.33519497513771057
16,245,0.90625,0.24295081198215485
16,246,0.8125,0.4380314350128174
16,247,0.75,0.4368326961994171
16,248,0.71875,0.5537348985671997
16,249,0.75,0.4265759587287903
16,250,0.84375,0.42499303817749023
16,251,0.84375,0.3712279200553894
16,252,0.78125,0.37379366159439087
16,253,0.78125,0.5146574378013611
16,254,0.9166666865348816,0.33862003684043884
17,255,0.90625,0.3187417984008789
17,256,0.84375,0.35836395621299744
17,257,0.875,0.32258912920951843
17,258,0.875,0.3951621949672699
17,259,0.84375,0.3710751533508301
17,260,0.75,0.4764217436313629
17,261,0.8125,0.3578113317489624
17,262,0.8125,0.44229263067245483
17,263,0.90625,0.3333642780780792
17,264,0.90625,0.2589074969291687
17,265,0.84375,0.3082686960697174
17,266,0.90625,0.31275784969329834
17,267,0.84375,0.2391895353794098
17,268,0.6875,0.6465824842453003
17,269,1.0,0.19586347043514252
18,270,0.75,0.4739323854446411
18,271,0.84375,0.36121371388435364
18,272,0.96875,0.18451087176799774
18,273,0.84375,0.29963377118110657
18,274,0.84375,0.3647005259990692
18,275,0.75,0.4066843092441559
18,276,0.90625,0.2577664256095886
18,277,0.8125,0.4115269184112549
18,278,0.75,0.4790414571762085
18,279,0.8125,0.3290558457374573
18,280,0.84375,0.3968155086040497
18,281,0.84375,0.3177211284637451
18,282,0.875,0.32497844099998474
18,283,0.8125,0.4335270822048187
18,284,0.8333333134651184,0.3452723026275635
19,285,0.71875,0.44065141677856445
19,286,0.875,0.28568729758262634
19,287,0.875,0.24752798676490784
19,288,0.78125,0.4185239374637604
19,289,0.78125,0.417686402797699
19,290,0.84375,0.28947678208351135
19,291,0.78125,0.48089078068733215
19,292,0.875,0.34613367915153503
19,293,0.90625,0.2147807776927948
19,294,0.78125,0.4533163905143738
19,295,0.8125,0.3363126218318939
19,296,0.8125,0.5475078821182251
19,297,0.9375,0.22583439946174622
19,298,0.90625,0.2564707398414612
19,299,0.75,0.5197398662567139
